# stackVersion=5.1.0 kind=biome-grid generatedAt=2026-08-05T07:38:00.613251297Z
# tbInjected=false
-768,-768,terralith:white_cliffs
-768,-704,minecraft:river
-768,-640,terralith:white_cliffs
-768,-576,terralith:white_cliffs
-768,-512,terralith:white_cliffs
-768,-448,minecraft:snowy_slopes
-768,-384,minecraft:snowy_slopes
-768,-320,terralith:white_cliffs
-768,-256,terralith:white_cliffs
-768,-192,terralith:white_cliffs
-768,-128,minecraft:snowy_slopes
-768,-64,minecraft:river
-768,0,minecraft:snowy_slopes
-768,64,minecraft:river
-768,128,minecraft:river
-768,192,minecraft:river
-768,256,minecraft:grove
-768,320,minecraft:grove
-768,384,minecraft:grove
-768,448,minecraft:grove
-768,512,terralith:white_cliffs
-768,576,terralith:white_cliffs
-768,640,minecraft:grove
-768,704,minecraft:grove
-768,768,minecraft:grove
-704,-768,terralith:white_cliffs
-704,-704,minecraft:river
-704,-640,minecraft:river
-704,-576,minecraft:snowy_slopes
-704,-512,minecraft:river
-704,-448,minecraft:snowy_slopes
-704,-384,minecraft:snowy_slopes
-704,-320,minecraft:snowy_slopes
-704,-256,minecraft:snowy_slopes
-704,-192,minecraft:river
-704,-128,minecraft:river
-704,-64,minecraft:snowy_slopes
-704,0,minecraft:snowy_slopes
-704,64,minecraft:snowy_slopes
-704,128,minecraft:grove
-704,192,minecraft:grove
-704,256,minecraft:grove
-704,320,minecraft:grove
-704,384,minecraft:grove
-704,448,minecraft:grove
-704,512,minecraft:grove
-704,576,minecraft:grove
-704,640,minecraft:grove
-704,704,minecraft:grove
-704,768,minecraft:grove
-640,-768,terralith:white_cliffs
-640,-704,minecraft:grove
-640,-640,minecraft:river
-640,-576,minecraft:river
-640,-512,minecraft:river
-640,-448,minecraft:river
-640,-384,minecraft:snowy_slopes
-640,-320,minecraft:river
-640,-256,minecraft:snowy_slopes
-640,-192,minecraft:snowy_slopes
-640,-128,minecraft:snowy_slopes
-640,-64,minecraft:snowy_slopes
-640,0,minecraft:snowy_slopes
-640,64,minecraft:snowy_slopes
-640,128,minecraft:grove
-640,192,minecraft:grove
-640,256,minecraft:grove
-640,320,minecraft:grove
-640,384,minecraft:grove
-640,448,terralith:white_cliffs
-640,512,minecraft:grove
-640,576,minecraft:grove
-640,640,minecraft:grove
-640,704,minecraft:grove
-640,768,minecraft:grove
-576,-768,terralith:white_cliffs
-576,-704,minecraft:grove
-576,-640,minecraft:grove
-576,-576,minecraft:grove
-576,-512,minecraft:snowy_slopes
-576,-448,minecraft:river
-576,-384,minecraft:river
-576,-320,minecraft:snowy_slopes
-576,-256,terralith:white_cliffs
-576,-192,minecraft:snowy_slopes
-576,-128,minecraft:snowy_slopes
-576,-64,minecraft:snowy_slopes
-576,0,minecraft:snowy_slopes
-576,64,minecraft:snowy_slopes
-576,128,minecraft:grove
-576,192,minecraft:grove
-576,256,minecraft:grove
-576,320,minecraft:grove
-576,384,minecraft:grove
-576,448,minecraft:grove
-576,512,minecraft:grove
-576,576,minecraft:grove
-576,640,minecraft:grove
-576,704,minecraft:grove
-576,768,minecraft:grove
-512,-768,minecraft:grove
-512,-704,minecraft:river
-512,-640,minecraft:river
-512,-576,minecraft:grove
-512,-512,minecraft:snowy_slopes
-512,-448,minecraft:river
-512,-384,minecraft:snowy_slopes
-512,-320,minecraft:snowy_slopes
-512,-256,minecraft:snowy_slopes
-512,-192,minecraft:snowy_slopes
-512,-128,minecraft:snowy_slopes
-512,-64,minecraft:snowy_slopes
-512,0,minecraft:snowy_slopes
-512,64,minecraft:snowy_slopes
-512,128,minecraft:grove
-512,192,minecraft:grove
-512,256,minecraft:grove
-512,320,minecraft:grove
-512,384,minecraft:grove
-512,448,minecraft:grove
-512,512,minecraft:grove
-512,576,terralith:white_cliffs
-512,640,minecraft:grove
-512,704,minecraft:grove
-512,768,minecraft:grove
-448,-768,minecraft:grove
-448,-704,minecraft:river
-448,-640,minecraft:grove
-448,-576,minecraft:grove
-448,-512,minecraft:river
-448,-448,minecraft:snowy_slopes
-448,-384,minecraft:snowy_slopes
-448,-320,minecraft:snowy_slopes
-448,-256,minecraft:snowy_slopes
-448,-192,minecraft:river
-448,-128,minecraft:river
-448,-64,minecraft:river
