# stackVersion=0.0.0-local kind=biome-grid generatedAt=2026-08-05T03:24:01.181157381Z
# tbInjected=true
-768,-768,minecraft:deep_lukewarm_ocean
-768,-704,minecraft:deep_lukewarm_ocean
-768,-640,minecraft:deep_lukewarm_ocean
-768,-576,minecraft:deep_lukewarm_ocean
-768,-512,minecraft:deep_lukewarm_ocean
-768,-448,minecraft:lukewarm_ocean
-768,-384,minecraft:lukewarm_ocean
-768,-320,minecraft:lukewarm_ocean
-768,-256,minecraft:lukewarm_ocean
-768,-192,minecraft:lukewarm_ocean
-768,-128,minecraft:lukewarm_ocean
-768,-64,minecraft:lukewarm_ocean
-768,0,minecraft:lukewarm_ocean
-768,64,minecraft:lukewarm_ocean
-768,128,minecraft:lukewarm_ocean
-768,192,minecraft:lukewarm_ocean
-768,256,minecraft:lukewarm_ocean
-768,320,terralith:hot_shrubland
-768,384,terralith:hot_shrubland
-768,448,minecraft:badlands
-768,512,minecraft:badlands
-768,576,terralith:hot_shrubland
-768,640,terralith:hot_shrubland
-768,704,terralith:hot_shrubland
-768,768,terralith:hot_shrubland
-704,-768,minecraft:deep_lukewarm_ocean
-704,-704,minecraft:deep_lukewarm_ocean
-704,-640,minecraft:deep_lukewarm_ocean
-704,-576,minecraft:deep_lukewarm_ocean
-704,-512,minecraft:deep_lukewarm_ocean
-704,-448,minecraft:lukewarm_ocean
-704,-384,minecraft:lukewarm_ocean
-704,-320,minecraft:lukewarm_ocean
-704,-256,minecraft:lukewarm_ocean
-704,-192,minecraft:lukewarm_ocean
-704,-128,minecraft:lukewarm_ocean
-704,-64,minecraft:lukewarm_ocean
-704,0,minecraft:lukewarm_ocean
-704,64,minecraft:lukewarm_ocean
-704,128,minecraft:lukewarm_ocean
-704,192,minecraft:lukewarm_ocean
-704,256,minecraft:lukewarm_ocean
-704,320,minecraft:lukewarm_ocean
-704,384,minecraft:lukewarm_ocean
-704,448,terralith:steppe
-704,512,terralith:hot_shrubland
-704,576,terralith:hot_shrubland
-704,640,minecraft:deep_lukewarm_ocean
-704,704,minecraft:deep_lukewarm_ocean
-704,768,minecraft:deep_lukewarm_ocean
-640,-768,minecraft:deep_lukewarm_ocean
-640,-704,minecraft:deep_lukewarm_ocean
-640,-640,minecraft:deep_lukewarm_ocean
-640,-576,minecraft:deep_lukewarm_ocean
-640,-512,minecraft:deep_lukewarm_ocean
-640,-448,minecraft:deep_lukewarm_ocean
-640,-384,minecraft:deep_lukewarm_ocean
-640,-320,minecraft:deep_lukewarm_ocean
-640,-256,minecraft:lukewarm_ocean
-640,-192,minecraft:lukewarm_ocean
-640,-128,minecraft:lukewarm_ocean
-640,-64,minecraft:lukewarm_ocean
-640,0,minecraft:lukewarm_ocean
-640,64,minecraft:deep_lukewarm_ocean
-640,128,minecraft:lukewarm_ocean
-640,192,minecraft:lukewarm_ocean
-640,256,minecraft:lukewarm_ocean
-640,320,minecraft:deep_lukewarm_ocean
-640,384,minecraft:deep_lukewarm_ocean
-640,448,minecraft:deep_lukewarm_ocean
-640,512,terralith:hot_shrubland
-640,576,terralith:hot_shrubland
-640,640,minecraft:deep_lukewarm_ocean
-640,704,minecraft:deep_lukewarm_ocean
-640,768,minecraft:deep_lukewarm_ocean
-576,-768,minecraft:deep_lukewarm_ocean
-576,-704,minecraft:deep_lukewarm_ocean
-576,-640,minecraft:deep_lukewarm_ocean
-576,-576,minecraft:deep_lukewarm_ocean
-576,-512,minecraft:deep_lukewarm_ocean
-576,-448,minecraft:deep_lukewarm_ocean
-576,-384,minecraft:deep_lukewarm_ocean
-576,-320,minecraft:lukewarm_ocean
-576,-256,minecraft:lukewarm_ocean
-576,-192,minecraft:lukewarm_ocean
-576,-128,minecraft:lukewarm_ocean
-576,-64,minecraft:lukewarm_ocean
-576,0,minecraft:deep_lukewarm_ocean
-576,64,minecraft:deep_lukewarm_ocean
-576,128,minecraft:deep_lukewarm_ocean
-576,192,minecraft:deep_lukewarm_ocean
-576,256,minecraft:deep_lukewarm_ocean
-576,320,minecraft:deep_lukewarm_ocean
-576,384,minecraft:deep_lukewarm_ocean
-576,448,minecraft:deep_lukewarm_ocean
-576,512,terralith:hot_shrubland
-576,576,minecraft:deep_lukewarm_ocean
-576,640,minecraft:deep_lukewarm_ocean
-576,704,minecraft:deep_lukewarm_ocean
-576,768,minecraft:deep_lukewarm_ocean
-512,-768,minecraft:deep_lukewarm_ocean
-512,-704,minecraft:deep_lukewarm_ocean
-512,-640,minecraft:deep_lukewarm_ocean
-512,-576,minecraft:deep_lukewarm_ocean
-512,-512,minecraft:deep_lukewarm_ocean
-512,-448,minecraft:deep_lukewarm_ocean
-512,-384,minecraft:deep_lukewarm_ocean
-512,-320,minecraft:deep_lukewarm_ocean
-512,-256,minecraft:lukewarm_ocean
-512,-192,minecraft:lukewarm_ocean
-512,-128,minecraft:lukewarm_ocean
-512,-64,minecraft:deep_lukewarm_ocean
-512,0,minecraft:deep_lukewarm_ocean
-512,64,minecraft:deep_lukewarm_ocean
-512,128,minecraft:deep_lukewarm_ocean
-512,192,minecraft:deep_lukewarm_ocean
-512,256,minecraft:deep_lukewarm_ocean
-512,320,minecraft:deep_lukewarm_ocean
-512,384,minecraft:deep_lukewarm_ocean
-512,448,minecraft:deep_lukewarm_ocean
-512,512,minecraft:deep_lukewarm_ocean
-512,576,minecraft:deep_lukewarm_ocean
-512,640,minecraft:deep_lukewarm_ocean
-512,704,minecraft:deep_lukewarm_ocean
-512,768,minecraft:deep_lukewarm_ocean
-448,-768,minecraft:deep_lukewarm_ocean
-448,-704,minecraft:deep_lukewarm_ocean
-448,-640,minecraft:deep_lukewarm_ocean
-448,-576,minecraft:deep_lukewarm_ocean
-448,-512,minecraft:deep_lukewarm_ocean
-448,-448,minecraft:deep_lukewarm_ocean
-448,-384,minecraft:deep_lukewarm_ocean
-448,-320,minecraft:deep_lukewarm_ocean
-448,-256,minecraft:deep_lukewarm_ocean
-448,-192,minecraft:lukewarm_ocean
-448,-128,minecraft:lukewarm_ocean
-448,-64,minecraft:deep_lukewarm_ocean
-448,0,minecraft:deep_lukewarm_ocean
-448,64,minecraft:deep_lukewarm_ocean
-448,128,minecraft:deep_lukewarm_ocean
-448,192,minecraft:deep_lukewarm_ocean
-448,256,minecraft:deep_lukewarm_ocean
-448,320,minecraft:deep_lukewarm_ocean
-448,384,minecraft:deep_lukewarm_ocean
-448,448,minecraft:deep_lukewarm_ocean
-448,512,minecraft:deep_lukewarm_ocean
-448,576,minecraft:deep_lukewarm_ocean
-448,640,minecraft:deep_lukewarm_ocean
-448,704,minecraft:deep_lukewarm_ocean
-448,768,terralith:hot_shrubland
-384,-768,minecraft:deep_lukewarm_ocean
-384,-704,minecraft:deep_lukewarm_ocean
-384,-640,minecraft:deep_lukewarm_ocean
-384,-576,minecraft:deep_lukewarm_ocean
-384,-512,minecraft:deep_lukewarm_ocean
-384,-448,minecraft:deep_lukewarm_ocean
-384,-384,minecraft:deep_lukewarm_ocean
-384,-320,minecraft:deep_lukewarm_ocean
-384,-256,minecraft:deep_lukewarm_ocean
-384,-192,minecraft:deep_lukewarm_ocean
-384,-128,minecraft:lukewarm_ocean
-384,-64,minecraft:deep_lukewarm_ocean
-384,0,minecraft:deep_lukewarm_ocean
-384,64,minecraft:deep_lukewarm_ocean
-384,128,minecraft:deep_lukewarm_ocean
-384,192,minecraft:deep_lukewarm_ocean
-384,256,minecraft:deep_lukewarm_ocean
-384,320,minecraft:deep_lukewarm_ocean
-384,384,minecraft:deep_lukewarm_ocean
-384,448,minecraft:deep_lukewarm_ocean
-384,512,minecraft:deep_lukewarm_ocean
-384,576,minecraft:deep_lukewarm_ocean
-384,640,minecraft:deep_lukewarm_ocean
-384,704,terralith:hot_shrubland
-384,768,terralith:hot_shrubland
-320,-768,minecraft:deep_lukewarm_ocean
-320,-704,minecraft:deep_lukewarm_ocean
-320,-640,minecraft:deep_lukewarm_ocean
-320,-576,minecraft:deep_lukewarm_ocean
-320,-512,minecraft:savanna
-320,-448,minecraft:deep_lukewarm_ocean
-320,-384,terralith:hot_shrubland
-320,-320,minecraft:deep_lukewarm_ocean
-320,-256,minecraft:deep_lukewarm_ocean
-320,-192,minecraft:lukewarm_ocean
-320,-128,minecraft:lukewarm_ocean
-320,-64,minecraft:lukewarm_ocean
-320,0,minecraft:deep_lukewarm_ocean
-320,64,minecraft:deep_lukewarm_ocean
-320,128,minecraft:deep_lukewarm_ocean
-320,192,minecraft:deep_lukewarm_ocean
-320,256,minecraft:deep_lukewarm_ocean
-320,320,minecraft:deep_lukewarm_ocean
-320,384,minecraft:deep_lukewarm_ocean
-320,448,minecraft:deep_lukewarm_ocean
-320,512,minecraft:deep_lukewarm_ocean
-320,576,minecraft:deep_lukewarm_ocean
-320,640,minecraft:deep_lukewarm_ocean
-320,704,terralith:hot_shrubland
-320,768,terralith:hot_shrubland
-256,-768,minecraft:deep_lukewarm_ocean
-256,-704,minecraft:deep_lukewarm_ocean
-256,-640,minecraft:deep_lukewarm_ocean
-256,-576,minecraft:deep_lukewarm_ocean
-256,-512,minecraft:desert
-256,-448,terralith:hot_shrubland
-256,-384,terralith:hot_shrubland
-256,-320,terralith:hot_shrubland
-256,-256,minecraft:deep_lukewarm_ocean
-256,-192,minecraft:lukewarm_ocean
-256,-128,minecraft:lukewarm_ocean
-256,-64,minecraft:lukewarm_ocean
-256,0,minecraft:deep_lukewarm_ocean
-256,64,minecraft:deep_lukewarm_ocean
-256,128,minecraft:deep_lukewarm_ocean
-256,192,minecraft:deep_lukewarm_ocean
-256,256,minecraft:deep_lukewarm_ocean
-256,320,minecraft:deep_lukewarm_ocean
-256,384,minecraft:deep_lukewarm_ocean
-256,448,minecraft:deep_lukewarm_ocean
-256,512,minecraft:deep_lukewarm_ocean
-256,576,minecraft:badlands
-256,640,minecraft:badlands
-256,704,minecraft:badlands
-256,768,minecraft:badlands
-192,-768,minecraft:deep_lukewarm_ocean
-192,-704,minecraft:deep_lukewarm_ocean
-192,-640,minecraft:badlands
-192,-576,minecraft:badlands
-192,-512,minecraft:badlands
-192,-448,terralith:hot_shrubland
-192,-384,terralith:hot_shrubland
